ABT1,chr6,26597170
ABTB1,chr3,127391780
ABTB2,chr11,34379555
AC002511.1,chr19,35896508
AC007386.2,chr2,65159581
AC009501.4,chr2,63275656
AC016582.2,chr19,38345836
AC022007.5,chr3,10052779
AC074286.1,chr2,178257419
AC078941.1,chr2,67442451
AC079610.2,chr2,214148929
AC104654.1,chr2,42104694
AC105339.1,chr15,83382745
ACAA1,chr3,38178733
ACACA,chr17,35716059
ACACB,chr12,109577201
ACAD10,chr12,112123856
ACAD11,chr3,132378975
ACAD8,chr11,134123433
ACAD9,chr3,128598332
ACADL,chr2,211090215
ACADS,chr12,121163570
ACADSB,chr10,124768428
ACADVL,chr17,7123149
ACAN,chr15,89346673
ACAP1,chr17,7239847
ACAP2,chr3,195163817
ACAP3,chr1,1243269
ACAT1,chr11,107992257
ACAT2,chr6,160182988
ACBD3,chr1,226374423
ACBD4,chr17,43213013
ACBD5,chr10,27529808
ACBD6,chr1,180472022
ACBD7,chr10,15130775
ACCS,chr11,44087811
ACD,chr16,67694718
ACE2,chrX,15620192
ACER3,chr11,76571916
ACHE,chr7,100493541
ACIN1,chr14,23564823
ACKR2,chr3,42850963
ACKR3,chr2,237478379
ACKR4,chr3,132316080
ACLY,chr17,40075272
ACMSD,chr2,135596185
ACN9,chr7,96745904
ACO1,chr9,32384600
ACOT1,chr14,74003927
ACOT11,chr1,55013806
ACOT12,chr5,80689988
ACOT13,chr6,24667262
ACOT2,chr14,74035762
ACOT7,chr1,6419004
ACOT8,chr20,44486048
ACOT9,chrX,23761407
ACOX1,chr17,73975515
ACOX2,chr3,58522929
ACOX3,chr4,8442452
ACOXL,chr2,111490149
ACP1,chr2,264868
ACP2,chr11,47270457
ACP5,chr19,11688553
ACP6,chr1,147142634
ACPL2,chr3,140950666
ACPP,chr3,132036210
ACPT,chr19,51293671
ACRBP,chr12,6756580
ACRC,chrX,70797873
ACRV1,chr11,125550793
ACSBG1,chr15,78527049
ACSF3,chr16,89160216
ACSL1,chr4,185747268
ACSL3,chr2,223725731
ACSL4,chrX,108976621
ACSL5,chr10,114133915
ACSL6,chr5,131347355
ACSM2A,chr16,20462858
ACSM3,chr16,20775311
ACSM4,chr12,7456927
ACSS1,chr20,25038818
ACSS2,chr20,33464327
ACSS3,chr12,81471808
ACTA1,chr1,229569843
ACTA2,chr10,90712580
ACTBL2,chr5,56778636
ACTC1,chr15,35087927
ACTG1,chr17,79479892
ACTG2,chr2,74120092
ACTL6A,chr3,179280707
ACTL6B,chr7,100254084
ACTL7B,chr9,111618275
ACTN1,chr14,69446083
ACTN2,chr1,236849753
ACTN3,chr11,66314311
ACTN4,chr19,39138266
ACTR10,chr14,58666832
ACTR1A,chr10,104262512
ACTR1B,chr2,98280561
ACTR2,chr2,65454828
ACTR3B,chr7,152456833
ACTR3C,chr7,150020758
ACTR5,chr20,37377096
ACTR6,chr12,100593864
ACTR8,chr3,53916229
ACTRT1,chrX,127186382
ACTRT3,chr3,169487683
ACVR1,chr2,158731623
ACVR1B,chr12,52345450
ACVR1C,chr2,158485399
ACVR2A,chr2,148602563
ACVR2B,chr3,38495789
ACVR2B-AS1,chr3,38496311
ACVRL1,chr12,52301201
ACY1,chr3,52017299
ACY3,chr11,67418130
ACYP1,chr14,75530736
ACYP2,chr2,54342409
ADA,chr20,43280376
ADAD2,chr16,84224722
ADAM11,chr17,42836567
ADAM15,chr1,155023747
ADAM17,chr2,9695917
ADAM19,chr5,157002831
ADAM2,chr8,39695808
ADAM22,chr7,87563565
ADAM23,chr2,207308367
ADAM28,chr8,24151579
ADAM29,chr4,175839508
ADAM30,chr1,120439147
ADAM32,chr8,38965049
ADAM33,chr20,3662778
ADAM6,chr14,106438358
ADAM7,chr8,24298508
ADAM8,chr10,135090407
ADAM9,chr8,38854504
ADAMDEC1,chr8,24241797
ADAMTS1,chr21,28217728
ADAMTS13,chr9,136287119
ADAMTS14,chr10,72522195
ADAMTS15,chr11,130318868
ADAMTS16,chr5,5320412
ADAMTS17,chr15,100882183
ADAMTS18,chr16,77469011
ADAMTS19,chr5,128796102
ADAMTS2,chr5,178772431
ADAMTS20,chr12,43945724
ADAMTS3,chr4,73434516
ADAMTS5,chr21,28339439
ADAMTS6,chr5,64777704
ADAMTS7,chr15,79103773
ADAMTS8,chr11,130298539
ADAMTS9,chr3,64673365
ADAMTSL1,chr9,18474078
ADAMTSL2,chr9,136399974
ADAMTSL3,chr15,84322837
ADAMTSL4-AS1,chr1,150547028
ADAMTSL5,chr19,1513188
ADAP1,chr7,994319
ADAP2,chr17,29248753
ADAR,chr1,154580724
ADARB1,chr21,46494492
ADARB2,chr10,1779670
ADAT1,chr16,75657221
ADAT2,chr6,143771841
ADAT3,chr19,1905370
ADC,chr1,33546713
ADCK1,chr14,78266425
ADCK2,chr7,140372952
ADCK3,chr1,227127937
ADCK4,chr19,41222790
ADCK5,chr8,145597703
ADCY1,chr7,45614124
ADCY10,chr1,167883453
ADCY10P1,chr6,41068772
ADCY2,chr5,7396342
ADCY3,chr2,25142055
ADCY4,chr14,24804277
ADCY5,chr3,123167392
ADCY6,chr12,49177877
ADCY7,chr16,50321822
ADCY8,chr8,132052835
ADCY9,chr16,4166186
ADCYAP1,chr18,905196
ADD1,chr4,2845583
ADD2,chr2,70995375
ADD3,chr10,111767710
ADH1C,chr4,100273917
ADH4,chr4,100065449
ADH6,chr4,100140403
ADH7,chr4,100356667
ADHFE1,chr8,67344717
ADI1,chr2,3523350
ADIPOR1,chr1,202909959
ADIPOR2,chr12,1800246
ADIRF,chr10,88728187
ADK,chr10,75936246
ADM,chr11,10326641
ADM2,chr22,50919984
ADM5,chr19,50191941
ADNP,chr20,49547527
ADNP2,chr18,77866914
ADO,chr10,64564515
ADORA1,chr1,203096835
ADORA2A,chr22,24823529
ADORA2B,chr17,15848230
ADORA3,chr1,112046743
ADPGK,chr15,73076126
ADPRH,chr3,119298522
ADPRHL2,chr1,36554452
ADPRM,chr17,10600926
ADRA1A,chr8,26722922
ADRA1B,chr5,159343739
ADRA2A,chr10,112836789
ADRA2B,chr2,96781888
ADRA2C,chr4,3768295
ADRB1,chr10,115803805
ADRB2,chr5,148206155
ADRB3,chr8,37824184
ADRBK1,chr11,67033904
ADRM1,chr20,60877951
ADSL,chr22,40742503
ADSS,chr1,244615436
ADSSL1,chr14,105196227
ADTRP,chr6,11779280
AEBP1,chr7,44143959
AEBP2,chr12,19592607
AEN,chr15,89164526
AES,chr19,3062964
AFAP1,chr4,7941653
AFAP1L1,chr5,148651400
AFAP1L2,chr10,116164537
AFF1,chr4,87928152
AFF2,chrX,147582138
AFF3,chr2,100759037
AFF4,chr5,132299354
AFG3L1P,chr16,90038987
AFG3L2,chr18,12377275
AFM,chr4,74347461
AFMID,chr17,76183397
AFP,chr4,74301935
AFTPH,chr2,64751438
AGA,chr4,178363657
AGAP1,chr2,236402732
AGAP2,chr12,58135944
AGAP3,chr7,150783798
AGBL1,chr15,87572283
AGBL2,chr11,47736928
AGBL4,chr1,50489626
AGBL5,chr2,27274490
AGFG1,chr2,228336887
AGFG2,chr7,100136833
AGGF1,chr5,76326209
AGL,chr1,100326765
AGMAT,chr1,15911605
AGMO,chr7,15601640
AGO1,chr1,36348809
AGO2,chr8,141645646
AGO3,chr1,36396682
AGO4,chr1,36273827
AGPAT2,chr9,139581911
AGPAT3,chr21,45285115
AGPAT4,chr6,161695107
AGPAT4-IT1,chr6,161583014
AGPAT5,chr8,6565877
AGPAT9,chr4,84457469
AGPS,chr2,178257470
AGR2,chr7,16844738
AGR3,chr7,16921613
AGRN,chr1,955502
AGRP,chr16,67517716
AGT,chr1,230850336
AGTPBP1,chr9,88356944
AGTR1,chr3,148447966
AGTR2,chrX,115301957
AGTRAP,chr1,11796141
AGXT,chr2,241808161
AGXT2,chr5,35048240
AHCTF1,chr1,247094726
AHCYL1,chr1,110527386
AHCYL2,chr7,128864854
AHDC1,chr1,27930143
AHI1,chr6,135818903
AHNAK,chr11,62314332
AHNAK2,chr14,105444694
AHR,chr7,17338275
AHSA1,chr14,77924372
AHSA2,chr2,61404554
AHSG,chr3,186330849
AHSP,chr16,31539202
AICDA,chr12,8765442
AIDA,chr1,222885864
AIF1L,chr9,133971862
AIFM1,chrX,129299861
AIFM2,chr10,71892690
AIFM3,chr22,21319417
AIM1,chr6,106959729
AIM1L,chr1,26680621
AIM2,chr1,159046647
AIMP1,chr4,107236852
AIMP2,chr7,6048881
AIP,chr11,67250504
AIRE,chr21,45705720
AJAP1,chr1,4715104
AK1,chr9,130640022
AK2,chr1,33502512
AK4,chr1,65613231
AK5,chr1,77748286
AK8,chr9,135754198
AK9,chr6,110012415
AKAP1,chr17,55162552
AKAP10,chr17,19881169
AKAP11,chr13,42846288
AKAP12,chr6,151561133
AKAP13,chr15,85923846
AKAP14,chrX,119029935
AKAP2,chr9,112810877
AKAP3,chr12,4758213
AKAP4,chrX,49965004
AKAP6,chr14,32798478
AKAP7,chr6,131456825
AKAP8,chr19,15490612
AKAP8L,chr19,15529833
AKAP9,chr7,91570188
AKIP1,chr11,8932700
AKIRIN1,chr1,39456915
AKIRIN2,chr6,88411985
AKNA,chr9,117156685
AKNAD1,chr1,109399726
AKR1A1,chr1,46016454
AKR1B15,chr7,134233848
AKR1C2,chr10,5060225
AKR1C3,chr10,5136567
AKR1C4,chr10,5238797
AKR1C6P,chr10,4958465
AKR1CL1,chr10,5227150
AKR1D1,chr7,137761177
AKR1E2,chr10,4868368
AKR7A2,chr1,19638640
AKR7A2P1,chr1,113465971
AKR7A3,chr1,19615280
AKT1,chr14,105262080
AKT1S1,chr19,50380644
AKT2,chr19,40791302
AKT3,chr1,244006584
ALAD,chr9,116163618
ALAS1,chr3,52232098
ALAS2,chrX,55057497
ALB,chr4,74269971
ALCAM,chr3,105085556
ALDH16A1,chr19,49956472
ALDH18A1,chr10,97416567
ALDH1A1,chr9,75568233
ALDH1A2,chr15,58358121
ALDH1A3,chr15,101420008
ALDH1B1,chr9,38392660
ALDH1L1,chr3,125899645
ALDH1L2,chr12,105478341
ALDH2,chr12,112204690
ALDH3A1,chr17,19651746
ALDH3A2,chr17,19552063
ALDH3B1,chr11,67777789
ALDH3B2,chr11,67442102
ALDH4A1,chr1,19229293
ALDH5A1,chr6,24495196
ALDH6A1,chr14,74551196
ALDH8A1,chr6,135271260
ALDH9A1,chr1,165667900
ALDOA,chr16,30076993
ALDOB,chr9,104198062
ALDOC,chr17,26903951
ALG1,chr16,5121809
ALG12,chr22,50312106
ALG13,chrX,110924345
ALG14,chr1,95538507
ALG2,chr9,101984246
ALG3,chr3,183966759
ALG5,chr13,37573504
ALG6,chr1,63833260
ALG8,chr11,77850699
ALG9,chr11,111742305
ALK,chr2,30144477
ALKBH1,chr14,78174356
ALKBH2,chr12,109531293
ALKBH3,chr11,43902356
ALKBH4,chr7,102105321
ALKBH6,chr19,36505141
ALKBH7,chr19,6372443
ALKBH8,chr11,107436461
ALLC,chr2,3705785
ALOX12,chr17,6899383
ALOX12B,chr17,7991021
ALOX12P2,chr17,6756894
ALOX15,chr17,4544960
ALOX15B,chr17,7942357
ALOX5,chr10,45869623
ALOX5AP,chr13,31309644
ALOXE3,chr17,8021860
ALPI,chr2,233320832
ALPK1,chr4,113218498
ALPK2,chr18,56296189
ALPK3,chr15,85359910
ALPL,chr1,21835857
ALPPL2,chr2,233271551
ALS2,chr2,202645895
ALS2CL,chr3,46735194
ALS2CR12,chr2,202222101
ALX1,chr12,85674035
ALX3,chr1,110613322
ALYREF,chr17,79849462
AMACR,chr5,34008220
AMBN,chr4,71457974
AMBP,chr9,116840752
AMBRA1,chr11,46612914
AMDHD1,chr12,96337070
AMDHD2,chr16,2570362
AMELX,chrX,11311532
AMELY,chrY,6742068
AMER1,chrX,63425624
AMER3,chr2,131513223
AMFR,chr16,56459450
AMH,chr19,2249112
AMHR2,chr12,53817638
AMICA1,chr11,118084074
AMIGO1,chr1,110052336
AMIGO2,chr12,47473734
AMIGO3,chr3,49757238
AMMECR1,chrX,109561380
AMN1,chr12,31882108
AMOT,chrX,112084043
AMOTL2,chr3,134093427
AMPD3,chr11,10477480
AMPH,chr7,38671167
AMT,chr3,49460111
AMZ2,chr17,66244144
ANAPC13,chr3,134204863
ANAPC16,chr10,73975757
ANAPC2,chr9,140083057
ANAPC4,chr4,25378847
ANAPC5,chr12,121790265
ANAPC7,chr12,110841535
ANG,chr14,21152335
ANGEL1,chr14,77279283
ANGEL2,chr1,213189168
ANGPT1,chr8,108510254
ANGPT2,chr8,6420784
ANGPTL1,chr1,178840215
ANGPTL2,chr9,129885044
ANGPTL3,chr1,63063157
ANGPTL4,chr19,8429010
ANGPTL6,chr19,10213425
ANGPTL7,chr1,11249345
ANK1,chr8,41522804
ANK2,chr4,113970784
ANK3,chr10,61900774
ANKAR,chr2,190540710
ANKDD1A,chr15,65204100
ANKDD1B,chr5,74907300
ANKEF1,chr20,10015696
ANKFN1,chr17,54230835
ANKFY1,chr17,4167274
ANKH,chr5,14871887
ANKHD1,chr5,139781398
ANKHD1-EIF4EBP3,chr5,139781398
ANKIB1,chr7,91875547
ANKK1,chr11,113258512
ANKLE1,chr19,17392453
ANKLE2,chr12,133338451
ANKMY1,chr2,241497438
ANKMY2,chr7,16685442
ANKRA2,chr5,72861511
ANKRD1,chr10,92681032
ANKRD10,chr13,111530886
ANKRD11,chr16,89556969
ANKRD12,chr18,9136750
ANKRD13A,chr12,110437234
ANKRD13B,chr17,27920526
ANKRD13C,chr1,70820417
ANKRD13D,chr11,67056761
ANKRD16,chr10,5931860
ANKRD17,chr4,74124502
ANKRD18B,chr9,33524410
ANKRD18DP,chr3,197807542
ANKRD19P,chr9,95571892
ANKRD20A11P,chr21,15352765
ANKRD22,chr10,90611732
ANKRD23,chr2,97509758
ANKRD24,chr19,4183350
ANKRD26,chr10,27389427
ANKRD27,chr19,33166102
ANKRD28,chr3,15901053
ANKRD29,chr18,21242849
ANKRD30BL,chr2,133015542
ANKRD31,chr5,74532703
ANKRD32,chr5,93954390
ANKRD33,chr12,52281792
ANKRD34A,chr1,145470507
ANKRD34B,chr5,79866304
ANKRD34C,chr15,79575145
ANKRD35,chr1,145549208
ANKRD36,chr2,97779232
ANKRD36BP2,chr2,89065418
ANKRD37,chr4,186317839
ANKRD39,chr2,97523756
ANKRD40,chr17,48785270
ANKRD42,chr11,82905290
ANKRD44,chr2,198175521
ANKRD45,chr1,173639001
ANKRD46,chr8,101572014
ANKRD49,chr11,94227152
ANKRD50,chr4,125633887
ANKRD52,chr12,56652143
ANKRD53,chr2,71205574
ANKRD54,chr22,38240353
ANKRD55,chr5,55395506
ANKRD6,chr6,90142896
ANKRD65,chr1,1356824
ANKRD7,chr7,117864711
ANKRD9,chr14,102976128
ANKS1A,chr6,34857037
ANKS1B,chr12,99548577
ANKS3,chr16,4784163
ANKS4B,chr16,21245015
ANKS6,chr9,101558794
ANKZF1,chr2,220094478
ANLN,chr7,36429414
ANO1,chr11,69924407
ANO10,chr3,43663560
ANO2,chr12,6055398
ANO3,chr11,26353677
ANO4,chr12,101188373
ANO5,chr11,22214721
ANO6,chr12,45609769
ANO7,chr2,242127923
ANO8,chr19,17445638
ANO9,chr11,442011
ANP32AP1,chr15,35529526
ANP32E,chr1,150208504
ANPEP,chr15,90358072
ANTXR1,chr2,69240275
ANTXR2,chr4,80994477
ANXA1,chr9,75766780
ANXA10,chr4,169013687
ANXA11,chr10,81965328
ANXA13,chr8,124749647
ANXA2,chr15,60690185
ANXA2P3,chr10,66585284
ANXA2R,chr5,43040447
ANXA3,chr4,79472741
ANXA4,chr2,69969126
ANXA5,chr4,122618147
ANXA6,chr5,150537443
ANXA7,chr10,75173841
ANXA9,chr1,150954498
AOAH,chr7,36764154
AOC1,chr7,150549564
AOC2,chr17,40996608
AOC3,chr17,41003200
AOX1,chr2,201450730
AOX2P,chr2,201560445
AP1AR,chr4,113152894
AP1B1,chr22,29784572
AP1G2,chr14,24037045
AP1M1,chr19,16308664
AP1M2,chr19,10697991
AP1S1,chr7,100797685
AP1S2,chrX,15873137
AP1S3,chr2,224702319
AP2A1,chr19,50270179
AP2A2,chr11,925808
AP2B1,chr17,33914281
AP2M1,chr3,183892633
AP2S1,chr19,47354203
AP3B1,chr5,77590579
AP3B2,chr15,83378660
AP3D1,chr19,2151556
AP3M1,chr10,75910826
AP3M2,chr8,42010463
AP3S2,chr15,90437617
AP4B1,chr1,114447741
AP4E1,chr15,51200868
AP4M1,chr7,99699129
AP4S1,chr14,31494675
AP5B1,chr11,65548062
AP5M1,chr14,57735605
AP5S1,chr20,3801170
AP5Z1,chr7,4815261
APAF1,chr12,99039077
APBA1,chr9,72287275
APBA2,chr15,29213839
APBA3,chr19,3761673
APBB1,chr11,6440341
APBB1IP,chr10,26727265
APBB2,chr4,41216635
APBB3,chr5,139944189
APC,chr5,112073555
APC2,chr19,1450147
APCDD1,chr18,10454624
APCDD1L,chr20,57089949
APCS,chr1,159557615
APEH,chr3,49711434
APEX1,chr14,20923289
APEX2,chrX,55026755
APH1A,chr1,150241609
APH1B,chr15,63569748
APITD1-CORT,chr1,10490158
APLN,chrX,128788933
APLNR,chr11,57004927
APLP1,chr19,36359400
APLP2,chr11,129939715
APMAP,chr20,24973425
APOA1,chr11,116708338
APOA1BP,chr1,156561557
APOA2,chr1,161193418
APOA4,chr11,116694011
APOA5,chr11,116663136
APOB,chr2,21266945
APOBEC2,chr6,41020939
APOBEC3B,chr22,39378403
APOBEC3C,chr22,39410264
APOBEC3D,chr22,39417117
APOBEC3G,chr22,39473009
APOBEC3H,chr22,39493228
APOBEC4,chr1,183622448
APOC2,chr19,45449238
APOC3,chr11,116700623
APOC4,chr19,45445494
APOD,chr3,195311076
APOE,chr19,45409038
APOF,chr12,56756583
APOH,chr17,64225556
APOL2,chr22,36636000
APOL3,chr22,36562225
APOL4,chr22,36600879
APOL5,chr22,36113918
APOLD1,chr12,12938540
APP,chr21,27543138
APPBP2,chr17,58603601
APPL1,chr3,57261764
APPL2,chr12,105630008
APRT,chr16,88878342
APTX,chr9,33001639
AQP1,chr7,30951414
AQP10,chr1,154293591
AQP11,chr11,77300679
AQP2,chr12,50344523
AQP3,chr9,33447631
AQP4,chr18,24445716
AQP6,chr12,50366619
AQP7,chr9,33402517
AQP8,chr16,25228284
AQPEP,chr5,115298150
AQR,chr15,35261995
AR,chrX,66763873
ARAF,chrX,47420498
ARAP1,chr11,72463434
ARAP2,chr4,36245979
ARAP3,chr5,141061800
ARC,chr8,143695833
ARCN1,chr11,118443101
ARF1,chr1,228270360
ARF3,chr12,49351252
ARF4,chr3,57583215
ARF5,chr7,127228405
ARF6,chr14,50359735
ARFGAP1,chr20,61904136
ARFGAP2,chr11,47198676
ARFGAP3,chr22,43253408
ARFGEF1,chr8,68255912
ARFGEF2,chr20,47538274
ARFIP2,chr11,6502709
ARFRP1,chr20,62339365
ARG1,chr6,131894343
ARG2,chr14,68086578
ARGFXP2,chr17,30478590
ARGLU1,chr13,107220514
ARHGAP1,chr11,46722215
ARHGAP10,chr4,148653452
ARHGAP11A,chr15,32907690
ARHGAP12,chr10,32217804
ARHGAP15,chr2,143886898
ARHGAP18,chr6,130031370
ARHGAP19,chr10,99052430
ARHGAP20,chr11,110583451
ARHGAP22,chr10,49813176
ARHGAP23,chr17,36584719
ARHGAP24,chr4,86396283
ARHGAP25,chr2,69001932
ARHGAP26,chr5,142150291
ARHGAP27,chr17,43503012
ARHGAP28,chr18,6834431
ARHGAP29,chr1,94703307
ARHGAP30,chr1,161039760
ARHGAP31,chr3,119013219
ARHGAP32,chr11,128894088
ARHGAP33,chr19,36266416
ARHGAP35,chr19,47421932
ARHGAP36,chrX,130192215
ARHGAP39,chr8,145838888
ARHGAP4,chrX,153191714
ARHGAP44,chr17,12692828
ARHGAP5,chr14,32546494
ARHGAP5-AS1,chr14,32544624
ARHGAP6,chrX,11683821
ARHGAP8,chr22,45148437
ARHGAP9,chr12,57873633
ARHGDIA,chr17,79829282
ARHGDIB,chr12,15114562
ARHGDIG,chr16,330605
ARHGEF1,chr19,42388445
ARHGEF10,chr8,1772148
ARHGEF10L,chr1,17866329
ARHGEF11,chr1,157015162
ARHGEF12,chr11,120207617
ARHGEF16,chr1,3371146
ARHGEF17,chr11,73019662
ARHGEF18,chr19,7459998
ARHGEF19,chr1,16539104
ARHGEF2,chr1,155947966
ARHGEF25,chr12,58005217
ARHGEF3,chr3,56835995
ARHGEF37,chr5,148961134
ARHGEF38,chr4,106473776
ARHGEF39,chr9,35665278
ARHGEF4,chr2,131674969
ARHGEF40,chr14,21538418
ARHGEF5,chr7,144052488
ARHGEF6,chrX,135863503
ARHGEF7,chr13,111806060
ARHGEF9,chrX,62975031
ARID1A,chr1,27022521
ARID1B,chr6,157099063
ARID2,chr12,46123619
ARID3A,chr19,926036
ARID3C,chr9,34628011
ARID4A,chr14,58765221
ARID4B,chr1,235491532
ARID5A,chr2,97202463
ARID5B,chr10,63661012
ARIH1,chr15,72766666
ARIH2,chr3,48956280
ARIH2OS,chr3,48956818
ARL1,chr12,101801572
ARL10,chr5,175792501
ARL13A,chrX,100224696
ARL13B,chr3,93698982
ARL14,chr3,160394947
ARL14EP,chr11,30344648
ARL14EPL,chr5,115394827
ARL15,chr5,53606403
ARL2,chr11,64781584
ARL2BP,chr16,57279037
ARL3,chr10,104474190
ARL4A,chr7,12726910
ARL4C,chr2,235405693
ARL4D,chr17,41476352
ARL5A,chr2,152685009
ARL5B,chr10,18948312
ARL6,chr3,97483364
ARL6IP4,chr12,123464606
ARL9,chr4,57371374
ARMC1,chr8,66546452
ARMC10,chr7,102715327
ARMC2,chr6,109169618
ARMC3,chr10,23216952
ARMC4,chr10,28287977
ARMC5,chr16,31470316
ARMC6,chr19,19144386
ARMC7,chr17,73126360
ARMC8,chr3,137906089
ARMC9,chr2,232063293
ARMCX1,chrX,100805513
ARMCX2,chrX,100914876
ARMCX3,chrX,100878119
ARMCX4,chrX,100673250
ARMCX5,chrX,101854425
ARMCX6,chrX,100872991
ARMS2,chr10,124214178
ARNT,chr1,150849244
ARNT2,chr15,80696691
ARNTL,chr11,13299324
ARNTL2,chr12,27485786
ARPC1B,chr7,98972297
ARPC2,chr2,219081816
ARPC4,chr3,9834178
ARPC5L,chr9,127631483
ARPP19,chr15,52861213
ARPP21,chr3,35680665
ARRB1,chr11,75062875
ARRB2,chr17,4613788
ARRDC1,chr9,140500095
ARRDC2,chr19,18118976
ARRDC3,chr5,90679149
ARRDC3-AS1,chr5,90676163
ARRDC4,chr15,98503932
ARSA,chr22,51066601
ARSB,chr5,78282357
ARSD,chrX,2847416
ARSG,chr17,66255322
ARSI,chr5,149682525
ARSJ,chr4,114900878
ARSK,chr5,94890824
ART1,chr11,3666360
ART3,chr4,76995847
ART4,chr12,14996413
ART5,chr11,3663485
ARTN,chr1,44398991
ARV1,chr1,231114822
ARVCF,chr22,20004309
ARX,chrX,25034065
AS3MT,chr10,104629209
ASAH1,chr8,17941879
ASAH2,chr10,52008370
ASAH2B,chr10,52499687
ASAP1,chr8,131455906
ASAP1-IT1,chr8,131308779
ASAP2,chr2,9346893
ASAP3,chr1,23810750
ASB1,chr2,239335625
ASB11,chrX,15333746
ASB12,chrX,63450511
ASB13,chr10,5708558
ASB16,chr17,42248073
ASB17,chr1,76398116
ASB2,chr14,94423767
ASB3,chr2,54014146
ASB4,chr7,95115212
ASB5,chr4,177190373
ASB6,chr9,132404448
ASB7,chr15,101142754
ASB8,chr12,48551377
ASB9,chrX,15288293
ASCC1,chr10,73976892
ASCC2,chr22,30234293
ASCC3,chr6,101329248
ASCL1,chr12,103351451
ASCL2,chr11,2292182
ASCL3,chr11,8964580
ASCL5,chr1,201084500
ASF1A,chr6,119215240
ASGR1,chr17,7082883
ASGR2,chr17,7017629
ASH1L,chr1,155532324
ASH1L-AS1,chr1,155531771
ASH2L,chr8,37963010
ASIC1,chr12,50451419
ASIC2,chr17,32483825
ASIC3,chr7,150745378
ASIC4,chr2,220378891
ASIP,chr20,32848170
ASNA1,chr19,12848305
ASNS,chr7,97501477
ASNSD1,chr2,190526124
ASPA,chr17,3379295
ASPG,chr14,104552022
ASPH,chr8,62602408
ASPHD1,chr16,29912146
ASPHD2,chr22,26825279
ASPM,chr1,197115824
ASPRV1,chr2,70189397
ASPSCR1,chr17,79935425
ASRGL1,chr11,62104773
ASS1,chr9,133320093
ASTL,chr2,96804175
ASTN1,chr1,177134040
ASTN2,chr9,120177317
ASUN,chr12,27091254
ASXL1,chr20,30946146
ASXL2,chr2,26101312
ASXL3,chr18,31158540
ASZ1,chr7,117067577
ATAD1,chr10,89577917
ATAD2,chr8,124408705
ATAD2B,chr2,24149936
ATAD3A,chr1,1447522
ATAD3B,chr1,1407163
ATAD3C,chr1,1385068
ATAD5,chr17,29159022
ATCAY,chr19,3880617
ATF1,chr12,51157788
ATF2,chr2,176032934
ATF3,chr1,212781969
ATF4,chr22,39916568
ATF5,chr19,50431958
ATF6,chr1,161736033
ATF7,chr12,54020199
ATF7IP2,chr16,10479911
ATG10,chr5,81267843
